"Dia Mês da Notific";"Água Rasa";"Alto de Pinheiros";"Anhanguera";"Aricanduva";"Artur Alvim";"Barra Funda";"Bela Vista";"Belém";"Bom Retiro";"Brás";"Brasilândia";"Butantã";"Cachoeirinha";"Cambuci";"Campo Belo";"Campo Grande";"Campo Limpo";"Cangaíba";"Capão Redondo";"Carrão";"Casa Verde";"Cidade Ademar";"Cidade Dutra";"Cidade Líder";"Cidade Tiradentes";"Consolação";"Cursino";"Ermelino Matarazzo";"Freguesia do Ó";"Grajaú";"Guaianases";"Iguatemi";"Ipiranga";"Itaim Bibi";"Itaim Paulista";"Itaquera";"Jabaquara";"Jaçanã";"Jaguara";"Jaguaré";"Jaraguá";"Jardim Ângela";"Jardim Helena";"Jardim Paulista";"Jardim São Luís";"José Bonifácio";"Lajeado";"Lapa";"Liberdade";"Limão";"Mandaqui";"Marsilac";"Moema";"Mooca";"Morumbi";"Parelheiros";"Pari";"Parque do Carmo";"Pedreira";"Penha";"Perdizes";"Perus";"Pinheiros";"Pirituba";"Ponte Rasa";"Raposo Tavares";"República";"Rio Pequeno";"Sacomã";"Santa Cecília";"Santana";"Santo Amaro";"São Domingos";"São Lucas";"São Mateus";"São Miguel";"São Rafael";"Sapopemba";"Saúde";"Sé";"Socorro";"Tatuapé";"Tremembé";"Tucuruvi";"Vila Andrade";"Vila Curuçá";"Vila Formosa";"Vila Guilherme";"Vila Jacuí";"Vila Leopoldina";"Vila Maria";"Vila Mariana";"Vila Matilde";"Vila Medeiros";"Vila Prudente";"Vila Sônia";"Ign";"Localizado fora do MSP";"Total"
"11_07";9;-;7;16;18;6;5;4;1;4;32;1;21;1;3;5;23;26;48;6;8;25;19;21;21;2;9;14;17;51;5;21;5;8;43;29;15;13;3;6;28;38;28;7;36;9;19;9;3;6;10;-;4;6;1;14;5;9;29;17;5;16;3;22;8;17;5;8;19;5;6;7;6;13;29;17;24;57;5;2;3;10;15;11;9;19;11;2;30;-;18;13;19;22;15;4;11;29;1364
"12_07";3;-;12;5;10;3;4;6;-;2;5;3;4;1;2;5;16;14;33;3;6;10;14;11;21;3;6;14;8;32;3;6;3;8;25;14;11;5;1;5;7;29;13;5;26;10;10;3;-;2;2;1;1;4;1;14;2;4;8;13;2;8;7;8;5;2;1;3;21;-;7;5;6;9;11;17;10;14;4;1;2;4;10;2;4;10;2;6;9;2;7;4;10;18;6;5;11;22;767
"13_07";32;9;26;40;52;5;24;17;9;11;77;17;24;6;15;35;94;45;118;30;23;123;84;61;63;8;32;55;48;144;35;74;24;21;93;78;65;22;14;9;69;107;56;12;121;42;99;25;15;30;17;4;22;27;34;59;8;32;44;59;17;13;17;67;47;43;8;20;75;17;16;10;30;57;62;36;51;135;23;9;12;57;52;7;23;62;40;15;48;10;28;23;47;31;28;25;45;95;4045
"14_07";21;2;12;21;28;3;48;8;9;9;69;8;21;6;6;19;63;37;81;14;24;55;38;38;45;5;26;40;22;88;23;47;22;15;53;76;48;23;5;12;84;72;34;11;74;42;58;14;6;30;11;-;11;16;12;44;11;21;33;37;12;16;8;50;35;23;6;21;47;10;19;12;14;32;47;35;43;101;25;3;6;29;37;14;21;53;28;10;43;5;26;18;22;26;23;20;40;83;2874
"15_07";20;1;16;22;35;3;8;6;5;17;64;9;19;6;14;17;51;28;62;17;12;38;46;38;38;8;30;33;36;67;20;32;20;21;61;48;30;14;8;4;70;65;33;11;66;21;48;13;5;20;16;1;17;11;13;16;6;20;25;28;19;13;2;46;27;19;3;23;60;14;20;12;28;46;38;28;35;94;24;6;2;27;30;15;24;35;29;9;28;7;14;18;21;20;18;16;39;70;2508
"16_07";12;5;11;19;14;4;9;7;4;8;38;7;17;1;10;17;52;22;79;19;5;54;37;41;31;12;15;16;29;50;18;41;19;17;42;45;23;9;4;5;30;55;18;11;81;39;44;7;6;23;9;1;11;10;8;30;8;21;25;22;5;16;6;34;31;14;6;15;42;8;7;10;17;39;46;23;22;80;17;3;5;22;14;9;21;33;29;7;70;4;9;15;20;8;18;11;25;46;2134
"17_07";19;2;8;17;26;3;14;4;4;8;31;6;18;1;6;13;33;27;62;15;5;50;32;34;35;7;12;56;28;58;18;35;15;11;32;59;27;13;3;10;29;55;24;6;36;38;32;10;9;11;9;2;9;9;5;44;3;22;18;25;15;11;8;32;18;12;4;13;24;7;8;6;9;40;33;37;20;65;7;-;2;20;20;6;17;31;19;9;321;128;20;9;26;14;4;12;277;55;2612
"18_07";4;-;5;18;28;-;23;11;2;4;21;4;15;4;7;11;33;32;50;7;6;15;34;24;27;2;9;20;15;39;15;41;11;10;39;38;26;7;2;5;21;36;22;3;34;9;17;2;2;6;5;-;2;6;3;13;2;8;6;21;5;14;6;15;12;10;2;9;19;6;9;2;10;15;15;8;26;54;9;-;2;10;5;8;13;18;22;4;33;3;7;5;10;10;14;8;43;28;1371
"19_07";3;-;3;1;16;-;-;1;1;4;8;-;6;1;3;6;9;11;16;3;5;12;9;11;6;3;8;4;5;17;6;4;3;2;15;13;6;4;-;-;4;25;7;1;17;9;17;1;2;5;2;-;1;7;3;2;-;2;7;6;1;2;1;3;1;7;1;5;12;3;3;2;1;5;10;6;3;16;3;-;2;6;6;1;7;13;5;2;8;1;4;2;5;4;4;-;7;7;512
"20_07";22;5;16;23;44;3;16;9;5;9;59;5;20;2;12;21;62;36;83;17;10;54;39;33;36;7;22;31;45;71;21;36;14;22;71;64;40;20;6;5;34;58;22;13;55;32;36;1;6;7;13;2;13;7;19;35;4;13;24;36;10;20;6;33;19;20;10;13;33;14;14;9;16;53;53;34;28;94;23;3;3;22;26;9;22;50;26;5;32;7;14;16;16;10;15;13;21;70;2428
"21_07";27;8;17;29;55;2;22;6;4;9;94;15;27;10;14;32;97;42;100;24;32;81;76;45;46;14;29;26;45;105;26;50;28;38;72;66;51;22;8;9;125;87;54;26;91;53;55;28;12;19;26;2;32;20;15;58;7;17;29;45;13;15;13;69;30;22;7;28;61;15;27;34;35;59;61;24;40;110;29;12;6;32;49;27;39;38;37;16;31;11;26;27;35;21;29;29;32;97;3590
"22_07";15;8;27;19;43;10;11;14;3;11;64;11;31;4;7;18;59;36;76;21;19;80;53;38;32;8;24;25;44;90;25;36;18;38;64;42;34;16;5;12;69;85;44;5;84;18;46;14;9;12;22;-;26;14;17;46;6;21;32;31;14;17;9;53;25;26;8;16;52;10;31;16;25;53;40;20;16;82;27;3;15;20;46;16;34;45;27;6;29;7;42;20;28;13;14;23;35;87;2842
"23_07";24;5;29;29;44;4;11;14;6;9;51;11;33;6;16;32;53;28;93;20;8;68;52;39;40;3;11;31;28;96;36;41;13;12;52;68;42;12;8;10;48;67;40;11;91;35;52;14;5;14;10;1;14;8;9;30;4;14;32;29;10;19;11;36;22;25;11;22;54;13;13;13;11;29;50;26;36;78;22;7;5;16;30;14;26;32;18;6;40;11;27;19;27;12;24;24;35;70;2660
"24_07";19;8;19;24;36;5;8;6;4;12;59;6;37;10;15;16;64;25;68;30;11;52;35;35;36;13;17;32;35;78;27;35;25;24;51;60;40;17;4;10;39;63;45;20;86;39;47;18;13;15;15;-;23;24;13;29;7;24;34;37;18;30;12;44;17;20;18;25;57;20;14;17;13;45;49;22;33;86;20;10;4;21;25;16;21;59;20;9;31;10;13;29;28;23;21;31;25;57;2712
"25_07";9;3;7;16;26;-;6;7;1;6;28;2;19;2;7;12;22;12;31;10;7;29;40;17;17;3;13;11;11;52;16;21;2;3;26;23;15;6;3;6;16;36;19;6;30;22;32;4;5;6;9;1;6;3;1;17;2;9;19;15;5;7;3;16;12;13;3;8;12;2;5;3;5;12;13;17;24;50;8;3;3;15;9;4;4;23;13;2;20;7;9;7;13;9;16;6;10;24;1220
"26_07";5;1;6;5;3;-;3;3;4;2;11;1;17;-;3;5;13;9;24;4;6;15;12;15;6;1;5;6;5;32;4;12;6;5;18;13;7;4;3;2;9;24;12;4;15;3;16;3;2;7;3;-;5;1;5;10;-;-;7;8;5;15;3;8;5;-;6;7;13;5;2;5;3;7;12;6;5;12;5;5;-;4;9;4;8;6;3;7;10;1;4;4;11;12;1;1;12;25;681
"27_07";23;6;22;33;33;7;11;10;8;8;57;6;40;14;16;19;76;41;88;21;27;52;50;36;48;15;31;31;48;100;32;49;31;19;60;61;43;28;3;9;62;100;55;19;100;33;49;25;9;21;25;2;20;26;19;49;5;19;36;29;26;21;12;45;32;29;7;28;73;10;23;15;17;48;65;24;31;111;25;16;12;31;27;10;18;36;27;13;36;9;24;35;31;13;47;21;25;71;3159
"28_07";23;8;18;30;30;3;14;5;4;15;38;13;33;9;15;21;73;30;87;25;9;55;48;40;24;14;25;26;29;84;31;33;26;19;44;59;63;17;12;8;54;86;57;16;61;30;54;16;11;22;16;1;29;15;13;37;4;16;25;30;13;22;12;54;20;21;14;26;57;16;24;21;14;59;54;30;32;86;20;10;10;17;35;12;25;49;30;8;49;6;25;21;31;14;29;22;23;68;2832
"29_07";17;6;25;29;30;2;7;13;6;7;61;9;36;6;7;26;45;15;67;13;10;48;36;26;41;7;21;14;41;77;28;40;14;22;57;58;30;21;2;8;65;58;44;17;66;41;40;9;4;20;19;2;22;15;24;29;8;13;32;22;19;19;12;31;27;16;12;24;49;13;17;9;18;29;46;27;43;69;18;7;7;25;28;10;25;32;24;8;33;6;28;15;27;19;26;19;25;64;2504
"30_07";9;12;19;33;33;2;12;11;3;7;47;8;25;6;13;18;38;24;75;12;12;54;26;27;43;12;29;24;32;74;18;42;20;20;54;57;52;11;7;12;57;65;32;22;78;40;46;27;12;20;17;1;23;23;9;25;4;19;28;33;28;9;11;27;23;20;19;28;60;18;27;21;19;38;48;22;39;73;11;4;6;32;31;22;17;38;17;7;43;450;16;19;20;22;18;28;34;61;3040
"31_07";19;3;17;25;20;5;15;8;5;5;53;7;38;3;6;18;42;25;61;14;13;46;42;38;37;8;26;47;22;63;30;40;21;22;48;47;38;15;5;11;58;45;34;15;58;33;27;10;10;13;27;1;10;9;10;13;6;18;41;23;16;29;9;37;23;23;9;33;52;13;24;10;17;25;42;30;29;61;14;4;4;28;33;15;25;53;16;11;91;345;21;15;18;11;21;19;70;43;2808
"01_08";7;4;5;19;22;-;8;7;7;1;27;9;18;5;3;15;17;22;40;17;7;27;23;26;13;5;11;14;19;36;11;27;13;8;32;29;21;8;1;3;42;51;30;11;42;12;32;6;7;1;6;1;4;8;12;9;5;13;13;13;6;10;8;26;6;14;5;19;25;5;13;5;8;13;12;21;17;46;15;6;4;11;16;7;8;18;9;1;19;7;18;4;8;9;17;10;11;34;1396
"02_08";4;1;10;6;6;1;3;-;1;5;12;4;9;4;5;7;7;10;15;4;3;12;12;2;15;5;7;9;10;18;2;3;8;2;13;7;10;4;2;1;11;23;19;4;23;2;7;5;1;4;4;-;3;10;-;10;1;4;6;3;5;15;1;5;8;5;-;3;9;4;10;4;3;7;9;8;3;9;5;4;1;3;2;2;9;8;7;2;5;2;8;3;4;5;3;3;4;14;601
"03_08";20;5;11;25;35;5;10;11;6;14;50;10;27;8;13;29;69;39;85;18;18;83;62;26;38;15;26;44;35;92;25;45;32;9;60;56;47;17;4;5;56;92;54;12;88;24;38;8;4;22;13;-;20;18;15;33;4;16;31;37;23;11;5;40;23;21;22;22;60;17;21;18;20;38;31;26;42;120;19;8;7;40;46;15;21;49;16;11;20;11;21;20;21;23;23;17;15;71;2848
"04_08";21;7;14;28;33;9;17;12;8;9;53;9;41;6;15;20;48;26;70;25;9;83;42;26;33;11;28;30;38;86;29;26;15;24;41;52;52;15;2;9;65;66;30;19;67;22;44;24;15;18;12;1;13;11;19;30;3;16;33;33;22;18;6;53;26;32;7;17;38;14;25;9;19;35;45;25;14;70;22;7;11;28;23;13;30;27;23;6;27;11;25;24;18;14;22;17;25;69;2580
"05_08";17;5;10;19;24;3;12;9;6;6;59;7;30;8;12;21;58;22;75;19;16;68;43;19;23;13;17;21;31;91;13;42;26;26;63;39;43;20;7;7;37;73;26;12;75;20;35;14;9;14;13;1;12;11;18;34;7;17;31;25;14;17;7;39;24;19;9;24;40;17;12;15;13;30;26;27;33;75;16;6;9;17;27;12;19;34;28;11;19;9;14;22;21;23;39;21;26;43;2391
"06_08";26;7;13;15;25;10;8;10;3;5;54;4;22;4;9;20;48;29;73;16;20;57;31;32;26;6;17;29;35;57;23;40;18;34;56;46;39;17;7;7;38;72;19;27;72;22;32;22;6;20;12;2;12;21;14;28;6;24;25;28;25;42;14;37;16;31;7;24;37;15;14;12;10;20;41;24;19;89;24;8;4;16;22;13;28;38;27;11;34;8;17;23;28;23;36;19;25;79;2460
"07_08";19;6;18;16;36;8;16;15;2;6;37;7;32;5;12;20;69;34;68;17;15;62;44;32;23;16;23;28;27;68;18;37;12;17;63;57;33;21;3;4;44;61;44;16;68;27;50;20;5;19;9;2;12;17;16;32;1;16;29;30;12;22;3;43;18;16;8;28;43;24;16;7;25;26;50;21;35;97;21;6;7;28;23;9;53;27;23;6;26;2;12;25;17;14;26;17;45;59;2504
"08_08";4;2;6;4;16;1;6;19;4;3;8;6;11;6;7;12;39;13;36;9;8;20;23;10;17;6;13;7;13;41;12;5;11;15;31;29;27;12;2;8;28;45;13;7;33;17;13;6;4;6;10;1;2;6;-;8;1;5;8;15;4;13;6;17;16;5;4;11;20;7;8;7;2;10;23;12;16;47;3;2;1;6;8;15;16;11;9;9;10;4;15;6;15;15;6;6;16;28;1179
"09_08";8;1;4;1;8;2;7;3;-;1;15;2;7;-;-;8;10;12;14;5;4;10;6;3;6;7;4;10;11;8;5;2;5;2;21;16;4;3;1;2;12;27;8;4;3;9;13;3;3;2;7;-;6;3;2;-;2;4;3;4;12;15;-;13;4;3;3;6;17;2;6;7;4;2;7;10;7;14;4;-;1;5;8;4;3;8;6;4;5;-;7;4;6;3;2;4;3;18;580
"10_08";23;4;14;33;36;7;13;13;7;14;52;13;23;5;20;22;55;29;86;17;13;83;47;44;44;7;17;44;29;99;22;45;23;21;71;73;40;18;8;12;71;86;31;14;89;29;47;14;14;21;13;4;23;19;27;33;30;17;34;41;15;20;17;51;24;32;13;27;52;17;18;16;15;34;59;20;34;108;16;7;7;27;32;15;51;46;37;10;35;16;16;22;20;22;17;25;30;73;2999
"11_08";18;3;18;24;26;6;12;5;2;8;47;10;21;7;10;17;45;18;72;26;17;69;39;31;28;10;15;27;43;59;27;31;38;13;58;60;45;15;11;7;66;63;33;15;62;27;44;10;2;11;11;1;10;13;12;27;7;16;30;24;16;19;7;43;23;13;9;17;54;10;14;16;17;40;34;23;22;79;12;4;4;23;36;13;33;48;24;4;26;7;13;21;32;16;24;18;25;62;2423
"12_08";15;4;14;18;40;2;17;10;3;2;35;8;34;4;10;27;47;33;75;21;10;58;33;33;32;5;15;26;32;54;17;27;19;16;35;47;40;23;6;13;52;71;30;16;64;18;30;9;7;16;11;1;7;16;15;15;1;24;23;34;13;21;9;35;10;18;5;28;37;28;19;6;20;27;38;19;17;98;12;-;3;14;32;11;69;46;29;7;26;5;23;14;26;20;25;17;39;57;2343
"13_08";20;10;19;20;30;4;19;5;2;5;57;10;39;6;16;10;46;29;44;25;12;91;33;21;32;12;25;27;21;42;11;24;24;19;23;48;45;8;8;7;56;58;18;21;48;14;28;8;4;10;11;1;14;16;12;11;5;12;20;20;14;8;7;36;24;86;7;20;46;16;11;12;13;43;46;15;18;83;13;6;4;25;24;12;15;29;23;7;25;6;13;17;22;25;32;15;35;49;2238
"14_08";12;1;9;16;26;2;8;8;4;6;42;8;20;9;18;23;34;22;61;13;11;70;29;28;26;10;13;19;27;41;20;16;11;14;35;32;23;15;3;6;36;47;26;18;47;17;41;8;3;10;9;2;13;9;9;20;2;9;20;28;8;14;12;26;18;14;7;21;34;8;12;9;22;29;23;23;21;50;13;5;4;17;22;8;14;26;12;9;17;1;9;13;19;16;27;15;13;41;1817
"15_08";2;4;11;11;12;1;7;3;5;3;12;8;9;1;1;6;15;22;24;9;2;12;11;11;19;11;4;12;12;16;7;11;12;4;14;22;16;6;-;3;21;32;23;5;28;10;16;8;3;3;6;-;3;4;5;10;-;9;18;13;7;8;8;13;9;13;6;14;14;5;9;5;7;11;24;8;16;40;8;7;1;11;14;3;11;10;5;3;9;2;10;10;17;8;6;8;7;26;981
"16_08";8;-;4;4;8;-;3;4;-;-;9;3;8;1;3;7;11;6;23;3;10;12;5;14;5;3;3;8;3;13;4;3;4;7;10;9;11;5;-;1;3;27;6;2;16;8;5;2;2;2;7;-;3;2;4;8;-;1;8;3;1;5;6;10;5;4;-;5;12;4;4;6;2;5;7;3;1;8;4;-;3;6;6;2;4;10;2;2;8;-;10;3;6;8;1;7;9;16;539
"17_08";16;1;16;29;39;3;10;9;9;8;74;13;28;3;6;19;57;26;73;23;10;72;27;43;26;9;29;30;24;67;20;36;32;18;47;55;42;17;8;4;58;62;24;19;66;41;46;13;10;8;19;3;15;15;10;24;3;22;37;30;20;21;10;31;34;29;9;26;59;12;18;10;23;43;48;15;45;71;15;5;5;11;30;18;25;45;29;12;31;4;25;17;24;23;16;25;33;66;2586
"18_08";14;6;13;14;33;2;7;10;3;4;32;13;12;5;4;19;49;29;45;19;9;66;26;15;22;7;13;26;20;49;16;24;16;12;46;46;27;10;5;7;30;46;25;6;40;23;32;12;5;3;9;1;15;18;10;17;3;16;26;31;11;8;8;34;19;9;11;18;32;13;16;8;18;20;30;22;16;52;13;2;6;12;27;13;28;18;18;4;13;4;14;13;21;28;21;17;17;53;1850
"19_08";16;1;18;22;30;7;7;7;4;5;50;5;17;1;8;21;50;31;39;18;16;78;28;29;25;3;13;26;21;53;19;27;11;9;35;34;37;14;3;9;29;61;26;13;57;33;28;17;8;9;18;2;5;13;11;15;4;10;16;26;15;23;12;29;17;14;4;20;22;10;17;3;20;37;32;11;20;57;19;3;4;18;34;10;19;28;24;3;27;6;14;14;18;15;25;12;20;38;1962
"20_08";10;3;12;6;13;5;5;4;4;3;23;5;13;2;4;12;29;9;32;10;6;46;20;18;16;3;8;15;7;26;6;14;10;14;23;21;19;17;5;1;19;34;16;7;21;13;18;5;7;11;11;-;3;4;8;15;2;3;13;11;8;10;3;15;10;8;11;14;32;5;6;3;4;11;17;3;12;28;7;2;-;11;22;10;11;19;13;5;13;2;7;8;16;4;20;2;11;39;1142
"21_08";9;2;4;26;31;6;12;8;3;4;64;5;18;4;3;23;34;20;63;7;9;48;29;25;17;3;15;22;28;32;15;16;37;5;28;28;24;13;4;8;32;41;19;21;48;23;30;15;12;11;13;-;14;15;3;16;4;16;18;26;21;5;8;25;27;18;10;13;57;11;22;8;13;33;26;16;23;63;7;4;3;16;21;17;10;18;8;9;20;5;10;9;32;16;13;12;22;39;1819
"22_08";6;1;10;6;9;2;7;1;2;-;42;6;21;2;3;3;20;14;31;6;1;15;7;14;23;3;14;10;6;15;3;13;22;5;16;14;4;8;4;1;12;30;9;4;16;7;17;1;2;5;12;-;4;7;1;3;1;3;8;10;3;12;1;10;8;9;6;12;30;7;10;1;3;17;15;8;7;22;7;3;1;7;15;5;8;14;6;3;10;3;4;5;11;7;11;6;16;15;880
"23_08";4;-;2;3;8;3;3;3;-;2;14;-;10;2;3;4;5;4;8;4;2;12;6;3;7;1;4;6;7;4;5;3;12;2;4;9;10;4;-;-;6;11;7;3;9;2;7;5;2;3;8;-;5;7;3;1;1;2;2;3;5;3;4;8;1;1;7;4;11;3;9;2;4;5;13;11;5;15;5;2;-;5;8;3;6;15;4;2;4;-;3;5;1;2;2;6;79;18;551
"24_08";29;3;11;22;29;3;10;8;5;7;57;7;22;7;6;20;42;34;59;13;18;63;20;33;37;4;11;22;33;66;17;29;16;13;37;29;42;24;4;4;37;46;27;13;58;29;38;14;8;7;14;1;9;15;7;25;7;11;41;22;9;15;5;27;27;10;7;26;53;8;20;10;15;36;43;22;20;75;17;6;6;22;29;10;11;34;19;11;35;4;16;15;21;20;22;23;52;64;2210
"25_08";13;4;8;22;25;2;7;3;5;5;60;10;19;8;7;16;27;29;43;8;9;54;28;29;35;-;14;18;17;34;12;22;19;8;34;41;37;29;2;6;35;41;18;3;15;19;20;10;11;9;14;-;10;20;15;14;4;15;21;21;8;23;9;30;24;11;7;15;67;5;19;9;11;38;38;16;17;49;14;3;2;15;30;17;16;19;20;1;11;4;38;15;11;17;28;25;198;47;2011
"26_08";15;4;10;30;23;4;6;9;23;12;45;4;15;4;4;9;53;27;66;6;21;32;12;30;36;5;10;21;25;44;21;25;20;9;23;36;26;16;2;9;35;45;24;12;32;24;20;7;4;11;14;1;7;9;11;15;2;17;26;26;14;10;5;28;26;6;7;21;41;11;20;7;17;43;37;20;33;46;12;8;2;27;31;16;26;22;20;7;16;8;9;7;17;12;29;16;53;43;1907
"27_08";15;6;13;19;21;1;10;6;16;5;40;9;18;6;9;14;54;22;82;21;10;39;35;30;26;4;16;29;16;51;19;28;14;9;27;50;27;18;2;4;26;41;21;9;42;19;31;5;7;6;11;-;10;19;5;13;2;12;30;28;17;10;9;24;18;34;6;22;50;9;15;14;12;28;37;21;29;65;11;2;3;18;30;14;24;26;21;5;30;2;16;15;12;9;28;27;53;47;1991
"28_08";7;3;8;15;25;2;11;6;4;3;42;6;14;5;8;19;38;24;59;9;6;35;23;28;33;3;14;17;16;54;8;30;10;18;24;31;31;18;8;14;30;39;22;11;45;10;32;8;5;10;7;1;10;15;9;14;4;13;28;20;16;13;9;35;19;8;11;14;40;15;16;11;17;16;11;27;22;58;17;3;4;14;22;6;22;19;15;6;16;4;18;11;14;12;28;20;29;47;1747
"29_08";4;1;6;7;15;-;1;1;2;4;8;-;7;2;2;6;26;17;26;6;1;19;9;12;10;4;4;14;10;24;10;7;6;7;14;6;11;4;3;3;6;18;8;3;22;4;17;2;2;4;4;-;1;4;4;9;1;4;15;9;4;4;1;14;12;7;1;7;22;1;4;6;4;11;12;15;11;23;4;1;-;5;8;7;4;19;5;1;4;1;4;8;10;8;7;3;6;15;735
"30_08";5;1;3;4;3;1;8;1;4;2;7;3;11;2;2;2;8;11;13;1;1;7;10;9;3;-;2;9;5;19;3;9;4;5;15;6;2;4;1;4;6;11;9;4;13;3;7;-;2;-;4;-;6;6;-;8;-;1;1;6;5;3;2;8;3;3;7;4;9;2;7;1;5;6;10;7;3;10;2;3;-;6;5;3;1;6;5;2;8;-;4;4;4;4;4;5;3;16;477
"31_08";20;2;14;25;23;-;16;11;3;6;52;9;23;3;11;19;42;26;65;26;26;66;34;23;32;5;8;31;19;53;28;15;17;17;19;54;29;18;1;14;48;44;12;7;44;21;41;7;6;18;5;-;10;16;7;15;5;21;33;28;8;14;4;33;30;5;9;13;53;8;30;12;14;50;44;13;29;66;10;3;3;19;27;7;15;24;26;8;19;3;20;19;26;13;22;13;31;38;2074
"01_09";14;4;11;20;28;3;11;4;6;8;47;14;20;4;11;20;47;29;76;15;18;34;30;20;28;4;17;21;22;56;12;8;13;13;16;38;28;10;2;7;40;54;20;10;51;6;25;10;9;23;20;1;9;12;11;13;-;12;16;19;15;7;10;37;25;14;5;30;46;14;12;9;41;29;22;8;15;56;10;3;7;16;25;19;17;19;17;5;11;5;8;12;16;18;14;13;142;36;1958
"02_09";13;1;13;17;20;6;9;3;-;5;31;7;26;2;10;12;34;23;57;11;14;42;27;12;24;7;15;15;23;40;11;5;25;14;21;44;27;20;8;10;39;38;23;9;52;21;27;16;13;15;15;1;9;8;5;18;2;9;21;22;11;13;11;38;20;14;9;14;40;13;31;25;14;37;15;5;16;53;20;1;6;8;23;9;20;28;13;7;14;9;14;11;12;13;15;12;322;33;2036
"03_09";11;-;8;15;29;2;6;7;1;1;41;4;24;7;6;10;30;27;27;12;9;33;12;24;26;5;11;14;14;29;17;8;11;12;13;23;21;12;2;7;32;27;11;10;36;10;24;10;7;12;11;-;7;12;12;14;4;8;17;13;11;7;3;35;21;9;9;23;51;7;21;10;23;48;14;8;16;50;13;3;3;12;29;11;12;29;9;5;16;2;19;17;8;11;20;13;45;31;1522
